@PRODUCTS,YOKOGAWA,CENTUM,,,,,,,,
@ID,BKEEdtAnMsg,,,,,,,,,
@SHEET,1,Annunciator Builder,,,,,,,,
@DATE,2020/1/1,15:00,,,,,,,,
@Element Number,Message,Tag Name,Switch Position Label,Label,Lvl,Tag Mark,Alarm Level,Upper Window,Help,Upper equipment name
%AN0001,#2交流润滑泵周期切换失败,2MKV21AP001AN1,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0002,#2油烟风机周期切换失败,2MKV50AN001AN1,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0003,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0004,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0005,润滑油压力联锁自检失败1,FCS0105DR91AN1,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0006,润滑油压力联锁自检失败2,FCS0105DR91AN2,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0007,润滑油压力联锁自检失败3,FCS0105DR91AN3,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0008,润滑油压力联锁自检失败4,FCS0105DR91AN4,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0009,润滑油压力联锁自检失败5,FCS0105DR91AN5,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0010,润滑油压力联锁自检失败6,FCS0105DR91AN6,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0011,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0012,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0013,顶轴油压力联锁自检失败1,FCS0105DR92AN1,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0014,顶轴油压力联锁自检失败2,FCS0105DR92AN2,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0015,顶轴油压力联锁自检失败3,FCS0105DR92AN3,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0016,顶轴油压力联锁自检失败4,FCS0105DR92AN4,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0017,顶轴油压力联锁自检失败5,FCS0105DR92AN5,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0018,顶轴油压力联锁自检失败6,FCS0105DR92AN6,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0019,顶轴油压力联锁自检失败7,FCS0105DR92AN7,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0020,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0021,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0022,供油压力低跳机自检失败1,FCS0105DR93AN1,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0023,供油压力低跳机自检失败2,FCS0105DR93AN2,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0024,供油压力低跳机自检失败3,FCS0105DR93AN3,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0025,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0026,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0027,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0028,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0029,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0030,#2润滑油箱真空异常,2MKV50CP101AN1,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0031,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0032,#2润滑油箱液位低II值报警,2MKV10CL101AN1,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0033,#2润滑油箱液位低I值报警,2MKV10CL101AN2,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0034,#2润滑油箱液位高I值报警,2MKV10CL101AN3,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0035,#2润滑油箱液位高II值报警,2MKV10CL101AN4,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0036,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0037,#2润滑油过滤器堵塞报警,2MKV25CP001AN1,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0038,#2润滑油供油口压力低低,2MKV26CP001AN1,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0039,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0040,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0041,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0042,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0043,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0044,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0045,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0046,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0047,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0048,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0049,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0050,2#机油箱补油顺控步1异常,2MKV10AA001AN22,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0051,2#机油箱补油顺控步2异常,2MKV10AA001AN23,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0052,2#机油箱补油顺控步3异常,2MKV10AA001AN24,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0053,2#机油箱补油顺控步4异常,2MKV10AA001AN25,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0054,2#机油箱补油顺控步5异常,2MKV10AA001AN26,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0055,2#机油箱补油顺控步6异常,2MKV10AA001AN27,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0056,2#机油箱补油顺控步7异常,2MKV10AA001AN28,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0057,2#机油箱补油顺控步8异常,2MKV10AA001AN29,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0058,2#机油箱补油顺控步9异常,2MKV10AA001AN30,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0059,2#机油箱补油顺控步10异常,2MKV10AA001AN31,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0060,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0061,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0062,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0063,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0064,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0065,2#机油箱净化启顺控1异常,2MKV11AA002AN22,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0066,2#机油箱净化启顺控2异常,2MKV11AA002AN23,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0067,2#机油箱净化启顺控3异常,2MKV11AA002AN24,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0068,2#机油箱净化启顺控4异常,2MKV11AA002AN25,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0069,2#机油箱净化启顺控5异常,2MKV11AA002AN26,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0070,2#机油箱净化停顺控1异常,2MKV11AA003AN22,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0071,2#机油箱净化停顺控2异常,2MKV11AA003AN23,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0072,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0073,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0074,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0075,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0076,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0077,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0078,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0079,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0080,2#机油箱放油顺控步1异常,2MKV32AA001AN22,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0081,2#机油箱放油顺控步2异常,2MKV32AA001AN23,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0082,2#机油箱放油顺控步3异常,2MKV32AA001AN24,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0083,2#机油箱放油顺控步4异常,2MKV32AA001AN25,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0084,2#机油箱放油顺控步5异常,2MKV32AA001AN26,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0085,2#机油箱放油顺控步6异常,2MKV32AA001AN27,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0086,2#机油箱放油顺控步7异常,2MKV32AA001AN28,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0087,2#机油箱放油顺控步8异常,2MKV32AA001AN29,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0088,2#机油箱放油顺控步9异常,2MKV32AA001AN30,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0089,2#机油箱补油顺控步10异常,2MKV32AA001AN31,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0090,2#机油箱补油顺控步11异常,2MKV32AA001AN32,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0091,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0092,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0093,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0094,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0095,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0096,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0097,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0098,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0099,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0100,净化顺控步1异常,2MKV13AA001AN22,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0101,净化顺控步2异常,2MKV13AA001AN23,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0102,净化顺控步3异常,2MKV13AA001AN24,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0103,净化顺控步4异常,2MKV13AA001AN25,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0104,净化顺控步5异常,2MKV13AA001AN26,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0105,净化顺控步6异常,2MKV13AA001AN27,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0106,净化顺控步7异常,2MKV13AA001AN28,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0107,净化顺控步8异常,2MKV13AA001AN29,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0108,净化顺控步9异常,2MKV13AA001AN30,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0109,净化顺控步10异常,2MKV13AA001AN31,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0110,净化顺控步11异常,2MKV13AA001AN32,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0111,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0112,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0113,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0114,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0115,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0116,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0117,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0118,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0119,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0120,2#机油箱放油顺控步1异常,2MKV32AA002AN22,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0121,2#机油箱放油顺控步2异常,2MKV32AA002AN23,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0122,2#机油箱放油顺控步3异常,2MKV32AA002AN24,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0123,2#机油箱放油顺控步4异常,2MKV32AA002AN25,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0124,2#机油箱放油顺控步5异常,2MKV32AA002AN26,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0125,2#机油箱放油顺控步6异常,2MKV32AA002AN27,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0126,2#机油箱放油顺控步7异常,2MKV32AA002AN28,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0127,2#机油箱放油顺控步8异常,2MKV32AA002AN29,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0128,2#机油箱放油顺控步9异常,2MKV32AA002AN30,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0129,2#机油箱补油顺控步10异常,2MKV32AA002AN31,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0130,2#机油箱补油顺控步11异常,2MKV32AA002AN32,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0131,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0132,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0133,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0134,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0135,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0136,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0137,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0138,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0139,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0140,2#机油箱补油顺控步1异常,2MKV10AA002AN22,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0141,2#机油箱补油顺控步2异常,2MKV10AA002AN23,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0142,2#机油箱补油顺控步3异常,2MKV10AA002AN24,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0143,2#机油箱补油顺控步4异常,2MKV10AA002AN25,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0144,2#机油箱补油顺控步5异常,2MKV10AA002AN26,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0145,2#机油箱补油顺控步6异常,2MKV10AA002AN27,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0146,2#机油箱补油顺控步7异常,2MKV10AA002AN28,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0147,2#机油箱补油顺控步8异常,2MKV10AA002AN29,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0148,2#机油箱补油顺控步9异常,2MKV10AA002AN30,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0149,2#机油箱补油顺控步10异常,2MKV10AA002AN31,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0150,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0151,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0152,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0153,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0154,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0155,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0156,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0157,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0158,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0159,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0160,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0161,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0162,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0163,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0164,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0165,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0166,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0167,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0168,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0169,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0170,,,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0171,油烟风机A远方控制,2MKV50AN001AN04,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0172,油烟风机A停止,2MKV50AN001AN02,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0173,油烟风机A断路器分闸,2MKV50AN001AN07,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0174,润滑油箱电加热器远控,2MKV10AC001AN04,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0175,润滑油箱电加热器停止,2MKV10AC001AN02,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0176,油烟风机B远方控制,2MKV50AN002AN04,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0177,油烟风机B停止,2MKV50AN002AN02,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0178,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0179,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0180,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0181,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0182,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0183,润滑油供油口压力低低3,2MKV26AN003,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0184,润滑油泵出口母管压力低1,2MKV21AN004,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0185,润滑油供油口压力低低1,2MKV26AN001,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0186,润滑油供油口压力低1,2MKV26AN004,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0187,顶轴油泵出口母管压力低1,2MKV30AN007A,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0188,顶轴油泵出口母管压低低1,2MKV30AN008,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0189,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0190,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0191,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0192,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0193,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0194,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0195,外冷水配电柜#2交流故障,2CSE04CBA00AN003,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0196,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0197,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0198,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0199,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0200,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0201,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0202,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0203,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0204,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0205,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0206,外冷水配电柜切换后故障,2CSE04CBA00AN005,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0207,20CBA03柜24VDC电源报警,20CBA03DC24ANN01,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0208,润滑油泵出口母管压力低2,2MKV21AN005,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0209,润滑油供油口压力低低2,2MKV26AN002,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0210,润滑油供油口压力低2,2MKV26AN005,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0211,顶轴油泵出口母管压力低2,2MKV30AN007B,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0212,顶轴油泵出口母管压低低2,2MKV30AN009,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0213,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0214,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0215,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0216,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0217,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0218,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0219,外冷水配电柜#2交流故障,2CSE04CBA00AN004,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0220,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0221,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0222,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0223,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0224,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0225,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0226,20CBA04柜24VDC电源报警,20CBA04DC24ANN01,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0227,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0228,油烟风机A故障,2MKV50AN001AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0229,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0230,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0231,油烟风机B故障,2MKV50AN002AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0232,润滑油输送泵电控柜得电,2CSB01AN01,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0233,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0234,润滑油输送泵故障,2MKV60AP401AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0235,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0236,油净化装置故障,2MKV10AT001AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0237,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0238,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0239,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0240,电动滤水器旁路电动阀故障,2PCB01AA003AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0241,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0242,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0243,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0244,电动滤水器排污电动阀故障,2PCB01AA401AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0245,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0246,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0247,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0248,转子交换器A冷水进阀故障,2PCB11AA001AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0249,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0250,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0251,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0252,转子交换器A冷水出阀故障,2PCB11AA002AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0253,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0254,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0255,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0256,定子交换器A冷却进阀故障,2PCB21AA001AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0257,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0258,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0259,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0260,定子交换器A冷水出阀故障,2PCB21AA002AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0261,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0262,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0263,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0264,润滑交换器A冷水进阀故障,2PCB31AA001AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0265,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0266,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0267,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0268,润滑交换器A冷水出阀故障,2PCB31AA002AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0269,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0270,空冷器A冷却水回水阀故障,2PCB45AA101AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
%AN0271,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0272,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0273,,,"ON,,OFF,ON",1,4,2,4,,HW0000,
%AN0274,转子交换器B冷水进阀故障,2PCB12AA001AN05,"ON,,OFF,ON",1,4,2,2,,HW0000,
